#ZVView-data-copy:  12-Mar-2026 01:30:19
#=======================================
#
#name:   CENDL-3.2: U-235(N,F)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  45407
#data...
#            X            Y
#          MeV        barns
    1.57466e-6      15.2246 
    1.64225e-6      14.7449 
    1.72474e-6      14.2771 
    1.79877e-6       13.949 
    1.84989e-6      13.8096 
    1.87368e-6      13.7966 
     1.8935e-6      13.8348 
    1.91352e-6      13.9541 
    1.92692e-6      14.1135 
    1.93864e-6       14.343 
    1.94826e-6      14.6325 
    1.95548e-6      14.9399 
     1.9627e-6      15.3578 
    1.96751e-6      15.7168 
    1.97232e-6       16.156 
    1.97714e-6      16.6896 
    1.98195e-6      17.3312 
    1.98676e-6      18.0908 
    1.99157e-6       18.972 
    1.99639e-6      19.9686 
     2.0036e-6      21.6326 
    2.01323e-6      23.9409 
    2.01768e-6      24.9193 
    2.02177e-6      25.6997 
    2.02502e-6      26.2086 
    2.02863e-6      26.6339 
    2.03224e-6       26.892 
    2.03568e-6      26.9704 
    2.03915e-6      26.8793 
    2.04258e-6      26.6255 
    2.04679e-6      26.1072 
     2.0504e-6      25.5048 
    2.05461e-6      24.6544 
    2.05942e-6       23.546 
    2.07145e-6      20.5825 
    2.07627e-6      19.4694 
    2.08108e-6      18.4534 
    2.08589e-6      17.5512 
     2.0907e-6      16.7673 
    2.09551e-6      16.0972 
    2.10033e-6      15.5308 
    2.10514e-6      15.0551 
    2.10995e-6      14.6566 
    2.11717e-6      14.1752 
    2.12439e-6      13.8009 
    2.13281e-6      13.4612 
    2.14364e-6      13.1296 
    2.15498e-6      12.8657 
    2.16632e-6      12.6572 
    2.18921e-6      12.3382 
     2.2201e-6      12.0239 
    2.26719e-6      11.6565 
    2.42503e-6      10.6008 
     2.4738e-6       10.222 
    2.52346e-6      9.76683 
    2.55167e-6      9.46614 
    2.58767e-6        9.033 
    2.64267e-6      8.32397 
    2.66124e-6      8.13178 
    2.67527e-6      8.04122 
    2.68463e-6      8.02215 
      2.695e-6      8.05391 
    2.70432e-6      8.14242 
    2.71054e-6        8.239 
    2.71676e-6      8.36956 
    2.72524e-6      8.60781 
    2.73372e-6      8.92106 
    2.73938e-6      9.17345 
    2.74661e-6      9.54791 
    2.75498e-6      10.0509 
    2.76391e-6      10.6645 
    2.77217e-6      11.2917 
    2.78348e-6       12.221 
    2.81174e-6      14.6555 
    2.82662e-6      15.8531 
     2.8415e-6      16.9225 
    2.85644e-6      17.8536 
    2.87153e-6       18.661 
    2.89164e-6      19.5862 
     2.9374e-6      21.5253 
    2.95289e-6      22.2793 
    2.96837e-6       23.155 
    2.98119e-6      24.0076 
    2.99401e-6      25.0116 
    3.00607e-6      26.1297 
    3.01659e-6      27.2755 
    3.02712e-6      28.6117 
    3.03764e-6      30.1728 
    3.04817e-6      31.9941 
    3.05518e-6       33.369 
