#ZVView-data-copy:  12-Mar-2026 01:26:21
#=======================================
#
#name:   JEFF-4.0: U-235(N,F)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  82122
#data...
#            X            Y
#          MeV        barns
     9.6875e-9      971.859 
          1e-8      956.045 
    1.03125e-8      940.956 
     1.0625e-8      926.535 
    1.09375e-8      912.736 
      1.125e-8      899.515 
    1.15625e-8      886.831 
     1.1875e-8      874.649 
    1.21875e-8      862.937 
       1.25e-8      851.665 
    1.28125e-8      840.805 
     1.3125e-8      830.332 
    1.34375e-8      820.224 
      1.375e-8       810.46 
    1.40625e-8      801.019 
     1.4375e-8      791.885 
        1.5e-8      774.468 
     1.5625e-8       758.09 
      1.625e-8      742.647 
     1.6875e-8      728.052 
       1.75e-8      714.226 
     1.8125e-8      701.102 
      1.875e-8      688.621 
     1.9375e-8      676.731 
          2e-8      665.384 
    2.06625e-8      653.904 
     2.1325e-8      642.944 
    2.19875e-8      632.464 
      2.265e-8       622.43 
    2.33125e-8      612.808 
     2.3975e-8       603.57 
    2.46375e-8      594.692 
       2.53e-8      586.148 
    2.58307e-8      579.531 
    2.63613e-8      573.106 
    2.74227e-8      560.791 
     2.8484e-8      549.137 
    2.95453e-8      538.083 
    3.06066e-8      527.579 
     3.1668e-8       517.58 
    3.27293e-8      508.045 
    3.37906e-8      498.939 
    3.45143e-8       492.96 
    3.52379e-8      487.157 
    3.59615e-8      481.521 
    3.66852e-8      476.044 
    3.81324e-8      465.538 
    3.95797e-8      455.583 
     4.1027e-8      446.133 
    4.24742e-8      437.142 
    4.39215e-8      428.577 
    4.53688e-8      420.403 
    4.65266e-8      414.127 
    4.76844e-8       408.07 
    4.88422e-8      402.221 
          5e-8      396.567 
    5.15625e-8      389.229 
     5.3125e-8      382.204 
    5.46875e-8      375.471 
      5.625e-8      369.011 
    5.78125e-8      362.806 
     5.9375e-8      356.841 
    6.09375e-8        351.1 
       6.25e-8      345.571 
    6.40625e-8      340.241 
     6.5625e-8      335.099 
    6.71875e-8      330.134 
      6.875e-8      325.338 
    7.03125e-8      320.701 
     7.1875e-8      316.216 
    7.34375e-8      311.874 
        7.5e-8       307.67 
    7.65625e-8      303.597 
     7.8125e-8      299.648 
    7.96875e-8      295.819 
      8.125e-8      292.104 
     8.4375e-8      284.992 
       8.75e-8      278.274 
     9.0625e-8       271.92 
      9.375e-8      265.903 
     9.6875e-8      260.199 
          1e-7      254.788 
    1.02042e-7        251.4 
    1.04084e-7      248.124 
    1.06126e-7      244.956 
    1.08167e-7      241.889 
    1.10209e-7      238.921 
    1.12251e-7      236.048 
    1.16335e-7      230.574 
    1.20419e-7       225.44 
    1.24503e-7      220.625 
    1.28586e-7      216.111 
     1.3267e-7      211.882 
    1.36754e-7      207.924 
    1.40837e-7      204.225 
    1.44921e-7      200.775 
    1.49005e-7      197.566 
    1.53089e-7      194.592 
    1.57173e-7      191.847 
