1.01158	0.00568808
1.03514	0.00641345
1.05925	0.00763718
1.08393	0.00917875
1.10917	0.00959779
1.13501	0.00657424
1.16145	0.00251105
1.1885	0.0125637
1.21619	0.0200644
1.24451	0.013646
1.2735	0.00592766
1.30317	0.00890953
1.33352	0.001885
1.36458	0.00322451
1.39637	0.00416121
1.42889	0.00311683
1.46218	0.00176989
1.49624	0.00222683
1.53109	0.00379874
1.56675	0.00535923
1.60325	0.00676039
1.64059	0.00778977
1.6788	0.00880888
1.71791	0.00941951
1.75792	0.0099245
1.79887	0.00999838
1.84077	0.0096574
1.88365	0.00836726
1.92752	0.00558091
1.97242	0.00876597
2.01837	0.00716894
2.06538	0.00575593
2.11349	0.0127204
2.16272	0.0148714
2.21309	0.0152721
2.26464	0.0149022
2.31739	0.0139515
2.37137	0.0126371
2.42661	0.011128
2.48313	0.00906681
2.54097	0.00746421
2.60016	0.00872583
2.66073	0.018512
2.7227	0.035376
2.78612	0.0265822
2.85102	0.0053231
2.91743	0.00988993
2.98538	0.0075051
3.05492	0.00178519
3.12608	0.00223908
3.1989	0.00568372
3.27341	0.012255
3.34965	0.0180436
3.42768	0.0142552
3.50752	0.00893573
3.58922	0.0116202
3.67282	0.00941051
3.75837	0.0248481
3.84592	0.0247083
3.9355	0.0372241
4.02717	0.0139664
4.12098	0.0386824
4.21697	0.0513148
4.31519	0.0564224
4.4157	0.0574482
4.51856	0.0545631
4.62381	0.0467075
4.73151	0.0375085
4.84172	0.0233016
4.9545	0.0347068
5.06991	0.0469141
5.188	0.0307296
5.30884	0.0222366
5.4325	0.027546
5.55904	0.013994
5.68853	0.0138606
5.82103	0.0123267
5.95662	0.00664503
6.09537	0.0144825
6.23735	0.00762931
6.38263	0.0106738
6.53131	0.052831
6.68344	0.0698021
6.83912	0.0607645
6.99842	0.0322649
7.16143	0.00291362
7.32825	0.0551438
7.49894	0.0355982
7.67361	0.0573393
7.85236	0.0801606
8.03526	0.0568103
8.22243	0.0432355
8.41395	0.0324064
8.60994	0.0156842
8.81049	0.0123535
9.01571	0.00844244
9.22571	0.00761453
9.44061	0.00923359
9.66051	0.00256061
9.88553	0.00855755
10.1158	0.00652778
10.3514	0.00376966
10.5925	0.011165
10.8393	0.00696792
11.0917	0.00942934
11.3501	0.0148934
11.6145	0.0204892
11.885	0.0128974
12.1619	0.04007
12.4451	0.0187472
12.735	0.0132111
13.0317	0.0158659
13.3352	0.00638753
13.6458	0.00790543
13.9637	0.0107911
14.2889	0.0130442
14.6218	0.016353
14.9624	0.00994669
15.3109	0.0161218
15.6675	0.00362173
16.0325	0.0205293
16.4059	0.01301
16.788	0.00551921
17.1791	0.012949
17.5792	0.00659439
17.9887	0.0169888
18.4077	0.0208891
18.8365	0.00846554
19.2752	0.0199581
19.7242	0.00413209
20.1837	0.00153578
20.6538	0.00739441
21.1349	0.00978411
21.6272	0.0508388
22.1309	0.0717741
22.6464	0.00875653
23.1739	0.00735038
23.7137	0.00531771
24.2661	0.00706354
24.8313	0.00882693
25.4097	0.0049665
26.0016	0.00860469
26.6073	0.00334262
27.227	0.00411924
27.8612	0.00445752
28.5102	0.00370063
29.1743	0.0327443
29.8538	0.0105293
30.5492	0.00656025
31.2608	0.0192596
31.989	0.00105213
32.7341	0.00656415
33.4965	0.000986765
34.2768	0.00498817
35.0752	0.00408622
35.8922	0.0113837
36.7282	0.00644471
37.5837	0.00422777
38.4592	0.00817926
39.355	0.00198715
40.2717	0.00313013
41.2098	0.00339248
42.1697	0.00511241
43.1519	0.0073679
44.157	0.00726105
45.1856	0.00520485
46.2381	0.00613938
47.3151	0.0127096
48.4172	0.0105665
49.545	0.00387718
50.6991	0.00199801
51.88	0.00405865
53.0884	0.00633908
54.325	0.007562
55.5904	0.000576892
56.8853	0.00132098
58.2103	0.00457451
59.5662	0.00284591
60.9537	0.00643852
62.3735	0.00235482
63.8263	0.0092704
65.3131	0.021301
66.8344	0.0183185
68.3912	0.00941809
69.9842	0.00659589
71.6143	0.0121304
73.2825	0.0078948
74.9894	0.00158592
76.7361	0.00853368
78.5236	0.00765648
80.3526	0.0041099
82.2243	0.00519086
84.1395	0.00361438
86.0994	0.00740519
88.1049	0.0017433
90.1571	0.00168402
92.2571	0.00458269
94.4061	0.0190061
96.6051	0.00947605
98.8553	0.00716352
101.158	0.0197917
103.514	0.0243727
105.925	0.0132772
108.393	0.0286413
110.917	0.0155268
113.501	0.0154208
116.145	0.0128021
118.85	0.00281505
121.619	0.0285597
124.451	0.0109564
127.35	0.0151675
130.317	0.00919055
133.352	0.0121167
136.458	0.0169707
139.637	0.0126022
142.889	0.0133879
146.218	0.0143298
149.624	0.00842961
